# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
Kepler-536 b,Confirmed,,,,,,,0.277,0.02,0.034,1.8270823,4.4e-07,4.4e-07,,,,,,,,,,,2016,2021-02-05,,,,,,,2455003.525764,0.000193,0.000193,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19505673+4938137 b, K00356.01, KIC 11624249 b, KOI-356 b, KOI-356.01, WISE J195056.72+493813.5 b",,Kepler-536,297.73638,49.637154,,,12.379,11.988,11.892,446.0,,,0.0,0.178,0.147,0.92,0.06,0.05,0.89,0.06,0.11,,4.79,-3.04,5.61,5524.0,143.16,91.48,,,"2MASS J19505673+4938137, KIC 11624249, KOI-356, WISE J195056.72+493813.5"
Kepler-537 b,Confirmed,,,,,,,0.126,0.004,0.005,3.24755522,5.26e-06,5.26e-06,,,,,,,,,,,2016,2021-02-05,,,,,,,2455004.27746,0.00127,0.00127,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19193135+5116374 b, K00361.01, KIC 12404954 b, KOI-361 b, KOI-361.01, WISE J191931.34+511637.2 b",,Kepler-537,289.880634,51.277081,,,12.007,11.706,11.623,465.0,,,0.23,0.057,0.062,1.07,0.03,0.03,0.99,0.03,0.03,,1.45,-0.329,0.712,5763.0,50.52,62.32,,,"2MASS J19193135+5116374, KIC 12404954, KOI-361, WISE J191931.34+511637.2"
Kepler-538 b,Confirmed,0.03335,0.00755,0.00787,,,,0.198,0.003,0.004,81.73778,0.00013,0.00013,0.4669,0.009,0.0087,0.041,0.029,0.034,89.73,0.06,0.14,,2016,2021-02-05,140.0,90.0,140.0,,,,2455044.6789,0.0011,0.001,2455044.6789,0.0011,0.0011,,,,,,,0.41,0.21,0.1,,,,1.69,0.38,0.3,380.0,,,,,,,,,Announced on a website,Primary Transit,Spectrum,Primary Transit,"2MASS J19495685+4937244 b, K00365.01, KIC 11623629 b, KOI-365 b, KOI-365.01, Kepler-538 A b, TYC 3565-1191-1 b, WISE J194956.79+493724.2 b",,Kepler-538,297.486901,49.623455,,,10.026,9.67,9.645,156.66,0.69,0.71,-0.03,0.08,0.08,0.89,0.04,0.05,0.87,0.01,0.01,,5.3,-3.0,2.4,5547.0,50.0,50.0,,,"2MASS J19495685+4937244, KIC 11623629, KOI-365, Kepler-538 A, TYC 3565-1191-1, WISE J194956.79+493724.2"
Kepler-539 b,Confirmed,0.97,0.29,0.29,,,,0.747,0.016,0.016,125.63243,0.00071,0.00071,0.4988,0.0054,0.0054,0.39,,,89.845,0.086,0.086,,2016,2021-02-05,,,,,,,2455588.871,0.003,0.003,,,,,,,,,,,,,,,,132.3,6.3,6.3,388.0,6.0,6.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"KOI-372 b, 2MASS J19562938+4152003 b, K00372.01, KIC 6471021 b, KOI-372.01, WISE J195629.39+415200.4 b",,Kepler-539,299.122454,41.86676,12.5,,11.294,10.964,,310.01,3.56,3.56,-0.01,0.07,0.07,1.05,0.04,0.04,0.95,0.02,0.02,G2 V,1.1,0.7,0.1,5820.0,80.0,80.0,,,"2MASS J19562938+4152003, KIC 6471021, KOI-372, WISE J195629.39+415200.4"
Kepler-539 c,Confirmed,2.4,1.2,1.2,,,,,,,1000.0,0.0,inf,2.42,0.51,0.5,0.5,0.1,0.1,97.92,0.68,59.0,,2016,2021-02-05,254.91,88.64,88.63,,,,,,,,,,,,,,,,,,,,,,,,,253.0,27.0,27.0,,,,,,,Published in a refereed paper,TTV,TTV,,"KOI-372 c, 2MASS J19562938+4152003 c, KIC 6471021 c, WISE J195629.39+415200.4 c",,Kepler-539,299.122454,41.86676,12.5,,11.294,10.964,,310.01,3.56,3.56,-0.01,0.07,0.07,1.05,0.04,0.04,0.95,0.02,0.02,G2 V,1.1,0.7,0.1,5820.0,80.0,80.0,,,"2MASS J19562938+4152003, KIC 6471021, KOI-372, WISE J195629.39+415200.4"
Kepler-54 b,Confirmed,0.92,,,,,,0.187,,,8.0109434,6.9e-05,6.9e-05,,,,,,,,,,,2012,2021-02-05,,,,,,,2455003.20573,0.0029,0.0029,2455003.14939,0.0029,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19390574+4303226 b, K00886.01, KIC 7455287 b, KOI-886 b, KOI-886.01, WISE J193905.74+430322.4  b",,Kepler-54,294.773939,43.056295,16.3,,13.508,12.897,,273.8,2.94,2.94,,,,0.51,,,0.55,0.02,0.02,M1 V,,,,4252.0,100.0,100.0,,,"2MASS J19390574+4303226, KIC 7455287, KOI-886, WISE J193905.74+430322.4"
Kepler-54 c,Confirmed,0.37,,,,,,0.11,,,12.0717249,0.00029,0.00029,,,,,,,,,,,2012,2021-02-05,,,,,,,2454976.44842,0.0091,0.0091,2454976.44842,0.0091,0.0091,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19390574+4303226 c, K00886.02, KIC 7455287 c, KOI-886 c, KOI-886.02, WISE J193905.74+430322.4  c",,Kepler-54,294.773939,43.056295,16.3,,13.508,12.897,,273.8,2.94,2.94,,,,0.51,,,0.55,0.02,0.02,M1 V,,,,4252.0,100.0,100.0,,,"2MASS J19390574+4303226, KIC 7455287, KOI-886, WISE J193905.74+430322.4"
Kepler-54 d,Confirmed,,,,,,,0.136,0.007,0.007,20.995694,0.000143,0.000143,0.126,,,,,,,,,,2014,2021-02-05,,,,,,,2454985.31995,0.0039,0.0039,,,,,,,,,,0.23,0.19,0.19,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19390574+4303226 d, K00886.03, KIC 7455287 d, KOI-886 d, KOI-886.03, WISE J193905.74+430322.4  d",,Kepler-54,294.773939,43.056295,16.3,,13.508,12.897,,273.8,2.94,2.94,,,,0.51,,,0.55,0.02,0.02,M1 V,,,,4252.0,100.0,100.0,,,"2MASS J19390574+4303226, KIC 7455287, KOI-886, WISE J193905.74+430322.4"
Kepler-540 b,Confirmed,,,,,,,0.242,0.023,0.034,172.7049784,0.0005356,0.0005356,,,,,,,,,,,2016,2021-02-05,,,,,,,2455069.92338,0.00223,0.00223,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19223006+4452262 b, K00374.01, KIC 8686097 b, KOI-374 b, KOI-374.01, WISE J192230.01+445225.8 b",,Kepler-540,290.625252,44.873962,,,11.167,10.86,10.81,350.0,,,-0.1,0.124,0.111,1.02,0.05,0.06,1.08,0.1,0.15,,4.9,-2.7,1.83,5946.0,63.84,77.07,,,"2MASS J19223006+4452262, KIC 8686097, KOI-374, WISE J192230.01+445225.8"
Kepler-541 b,Confirmed,,,,,,,0.3,0.05,0.052,5.08005848,1.338e-05,1.338e-05,,,,,,,,,,,2016,2021-02-05,,,,,,,2455007.42776,0.00232,0.00232,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19363592+3827297 b, K00384.01, KIC 3353050 b, KOI-384 b, KOI-384.01, WISE J193635.91+382729.6 b",,Kepler-541,294.149669,38.458259,,,12.079,11.814,11.733,1020.0,,,0.07,0.057,0.104,1.41,0.16,0.12,2.06,0.33,0.32,,3.09,-0.61,1.09,6166.0,99.75,102.75,,,"2MASS J19363592+3827297, KIC 3353050, KOI-384, WISE J193635.91+382729.6"
Kepler-542 b,Confirmed,,,,,,,0.14,0.01,0.009,13.14497566,3.491e-05,3.491e-05,,,,,,,,,,,2016,2021-02-05,,,,,,,2455007.84561,0.00232,0.00232,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19285162+3832549 b, K00385.01, KIC 3446746 b, KOI-385 b, KOI-385.01, WISE J192851.60+383254.8 b",,Kepler-542,292.215089,38.548588,,,12.21,11.854,11.783,439.0,,,0.02,0.102,0.102,0.93,0.04,0.04,0.9,0.04,0.06,,4.57,-2.66,3.67,5526.0,59.55,76.12,,,"2MASS J19285162+3832549, KIC 3446746, KOI-385, WISE J192851.60+383254.8"
Kepler-543 b,Confirmed,,,,,,,0.223,0.023,0.011,13.89961966,1.102e-05,1.102e-05,,,,,,,,,,,2016,2021-02-05,,,,,,,2455015.865271,0.000626,0.000626,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19085249+3851450 b, K00387.01, KIC 3733628 b, KOI-387 b, KOI-387.01, WISE J190852.49+385145.1 b",,Kepler-543,287.218727,38.862513,,,11.731,11.213,11.089,212.0,,,-0.19,0.109,0.148,0.7,0.04,0.05,0.67,0.03,0.03,,5.75,-4.27,6.3,4671.0,76.72,85.64,,,"2MASS J19085249+3851450, KIC 3733628, KOI-387, WISE J190852.49+385145.1"
Kepler-544 b,Confirmed,,,,,,,0.189,0.012,0.017,21.41616926,8.095e-05,8.095e-05,,,,,,,,,,,2016,2021-02-05,,,,,,,2455009.25123,0.00304,0.00304,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19360698+3903066 b, K00393.01, KIC 3964109 b, KOI-393 b, KOI-393.01, WISE J193606.95+390306.5 b",,Kepler-544,294.029098,39.051846,,,12.578,12.318,12.289,797.0,,,0.02,0.077,0.078,1.16,0.04,0.04,1.22,0.08,0.11,,2.63,-0.944,0.959,6206.0,58.72,68.1,,,"2MASS J19360698+3903066, KIC 3964109, KOI-393, WISE J193606.95+390306.5"
Kepler-545 b,Confirmed,,,,,,,0.24,0.019,0.027,13.24934059,2.104e-05,2.104e-05,,,,,,,,,,,2016,2021-02-05,,,,,,,2455012.52075,0.00129,0.00129,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19221591+4041313 b, K00409.01, KIC 5444548 b, KOI-409 b, KOI-409.01, WISE J192215.91+404131.5 b",,Kepler-545,290.566303,40.692045,,,13.074,12.776,12.708,831.0,,,0.03,0.089,0.09,1.04,0.04,0.04,1.07,0.08,0.12,,4.47,-2.27,1.92,5882.0,64.41,77.41,,,"2MASS J19221591+4041313, KIC 5444548, KOI-409, WISE J192215.91+404131.5"
Kepler-546 b,Confirmed,,,,,,,0.624,0.069,0.172,4.14702026,8.8e-07,8.8e-07,,,,,,,,,,,2016,2021-02-05,,,,,,,2455003.326066,0.000171,0.000171,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J18530182+4059257 b, K00412.01, KIC 5683743 b, KOI-412 b, KOI-412.01",,Kepler-546,283.257599,40.990498,,,13.073,12.782,12.784,896.0,,,0.14,0.153,0.156,1.11,0.07,0.11,1.15,0.13,0.32,,3.31,-1.6,1.62,5967.0,130.13,92.74,,,"2MASS J18530182+4059257, KIC 5683743, KOI-412"
Kepler-547 b,Confirmed,,,,,,,0.357,0.028,0.012,6.01038429,1.57e-06,1.57e-06,,,,,,,,,,,2016,2021-02-05,,,,,,,2455007.084771,0.000207,0.000207,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19042848+4420430 b, K00420.01, KIC 8352537 b, KOI-420 b, KOI-420.01",,Kepler-547,286.118673,44.34528,,,12.588,12.107,11.998,361.0,,,0.01,0.179,0.161,0.78,0.04,0.03,0.73,0.04,0.02,,2.88,-1.42,6.53,4828.0,46.81,40.1,,,"2MASS J19042848+4420430, KIC 8352537, KOI-420"
Kepler-548 b,Confirmed,,,,,,,1.07,0.098,0.195,4.45419434,3.8e-07,3.8e-07,,,,,,,,,,,2016,2021-02-05,,,,,,,2455005.820206,6.9e-05,6.9e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19593741+4526228 b, K00421.01, KIC 9115800 b, KOI-421 b, KOI-421.01, WISE J195937.42+452622.7 b",,Kepler-548,299.90591,45.439678,,,13.581,13.148,13.071,776.0,,,0.0,0.169,0.135,0.93,0.07,0.09,0.9,0.08,0.16,,4.37,-2.66,5.08,5535.0,230.38,265.27,,,"2MASS J19593741+4526228, KIC 9115800, KOI-421, WISE J195937.42+452622.7"
Kepler-549 b,Confirmed,,,,,,,0.229,0.015,0.021,42.9495649,0.0001543,0.0001543,,,,,,,,,,,2016,2021-02-05,,,,,,,2454986.73762,0.00267,0.00267,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J18520546+4715400 b, K00427.02, KIC 10189546 b, KOI-427 b, KOI-427.02",,Kepler-549,283.022789,47.261135,,,13.303,12.903,12.826,648.0,,,-0.03,0.166,0.147,0.88,0.05,0.04,0.84,0.05,0.07,,4.57,-2.85,6.44,5360.0,72.9,66.88,,,"2MASS J18520546+4715400, KIC 10189546, KOI-427"
Kepler-549 c,Confirmed,,,,,,,0.261,0.053,0.022,117.040498,0.001777,0.001777,,,,,,,,,,,2016,2021-02-05,,,,,,,2455078.61616,0.00908,0.00908,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J18520546+4715400 c, K00427.03, KIC 10189546 c, KOI-427 c, KOI-427.03",,Kepler-549,283.022789,47.261135,,,13.303,12.903,12.826,648.0,,,-0.03,0.166,0.147,0.88,0.05,0.04,0.84,0.05,0.07,,4.57,-2.85,6.44,5360.0,72.9,66.88,,,"2MASS J18520546+4715400, KIC 10189546, KOI-427"
Kepler-55 b,Confirmed,1.49,,,,,,0.217,,,27.9481449,0.00024,0.00024,,,,,,,,,,,2012,2021-02-05,,,,,,,2455011.79598,0.0031,0.0031,2455111.79598,0.0031,0.0031,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19004040+4401352 b, K00904.02, KIC 8150320 b, KOI-904 b, KOI-904.02, WISE J190040.38+440134.9  b",,Kepler-55,285.168338,44.026466,16.3,,13.97,13.359,,588.47,9.69,9.69,,,,0.62,,,0.62,0.03,0.03,,,,,4503.0,100.0,100.0,,,"2MASS J19004040+4401352, KIC 8150320, KOI-904, WISE J190040.38+440134.9"
Kepler-55 c,Confirmed,1.11,,,,,,0.197,,,42.1516418,5.3e-05,5.3e-05,,,,,,,,,,,2012,2021-02-05,,,,,,,2454971.99284,0.0045,0.0045,2454971.99284,0.0043,0.0043,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19004040+4401352 c, K00904.03, KIC 8150320 c, KOI-904 c, KOI-904.03, WISE J190040.38+440134.9  c",,Kepler-55,285.168338,44.026466,16.3,,13.97,13.359,,588.47,9.69,9.69,,,,0.62,,,0.62,0.03,0.03,,,,,4503.0,100.0,100.0,,,"2MASS J19004040+4401352, KIC 8150320, KOI-904, WISE J190040.38+440134.9"
Kepler-55 d,Confirmed,,,,,,,0.142,0.008,0.008,2.211099,4e-06,4e-06,0.029,,,,,,,,,,2014,2021-02-05,,,,,,,2455003.14912,0.00091,0.00091,,,,,,,,,,0.02,0.22,0.22,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19004040+4401352 d, K00904.01, KIC 8150320 d, KOI-904 d, KOI-904.01, WISE J190040.38+440134.9  d",,Kepler-55,285.168338,44.026466,16.3,,13.97,13.359,,588.47,9.69,9.69,,,,0.62,,,0.62,0.03,0.03,,,,,4503.0,100.0,100.0,,,"2MASS J19004040+4401352, KIC 8150320, KOI-904, WISE J190040.38+440134.9"
Kepler-55 e,Confirmed,,,,,,,0.138,0.021,0.021,4.617534,2.1e-05,2.1e-05,0.048,,,,,,,,,,2014,2021-02-05,,,,,,,2454968.04254,0.00224,0.00224,,,,,,,,,,0.72,0.29,0.29,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19004040+4401352 e, K00904.04, KIC 8150320 e, KOI-904 e, KOI-904.04, WISE J190040.38+440134.9  e",,Kepler-55,285.168338,44.026466,16.3,,13.97,13.359,,588.47,9.69,9.69,,,,0.62,,,0.62,0.03,0.03,,,,,4503.0,100.0,100.0,,,"2MASS J19004040+4401352, KIC 8150320, KOI-904, WISE J190040.38+440134.9"
Kepler-55 f,Confirmed,,,,,,,0.142,0.009,0.009,10.198545,4.5e-05,4.5e-05,0.081,,,,,,,,,,2014,2021-02-05,,,,,,,2454970.91714,0.00265,0.00265,,,,,,,,,,0.46,0.24,0.24,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19004040+4401352 f, K00904.05, KIC 8150320 f, KOI-904 f, KOI-904.05, WISE J190040.38+440134.9  f",,Kepler-55,285.168338,44.026466,16.3,,13.97,13.359,,588.47,9.69,9.69,,,,0.62,,,0.62,0.03,0.03,,,,,4503.0,100.0,100.0,,,"2MASS J19004040+4401352, KIC 8150320, KOI-904, WISE J190040.38+440134.9"
Kepler-550 b,Confirmed,,,,,,,0.394,0.024,0.03,8.60010411,4.25e-06,4.25e-06,,,,,,,,,,,2016,2021-02-05,,,,,,,2455005.528619,0.000356,0.000356,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19504805+4751495 b, K00429.01, KIC 10616679 b, KOI-429 b, KOI-429.01, WISE J195048.05+475149.3 b",,Kepler-550,297.70024,47.86375,,,13.097,12.677,12.562,563.0,,,-0.02,0.176,0.152,0.87,0.05,0.04,0.83,0.05,0.06,,4.68,-2.88,6.11,5322.0,122.84,98.03,,,"2MASS J19504805+4751495, KIC 10616679, KOI-429, WISE J195048.05+475149.3"
Kepler-551 b,Confirmed,,,,,,,0.244,0.013,0.022,12.3764661,1.298e-05,1.298e-05,,,,,,,,,,,2016,2021-02-05,,,,,,,2455012.404747,0.000797,0.000797,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19015641+4803155 b, K00430.01, KIC 10717241 b, KOI-430 b, KOI-430.01, WISE J190156.41+480315.6 b",,Kepler-551,285.485043,48.054325,,,12.991,12.369,12.193,312.0,,,-0.09,0.094,0.113,0.65,0.03,0.03,0.63,0.02,0.02,,3.8,-2.1,4.77,4286.0,34.92,37.81,,,"2MASS J19015641+4803155, KIC 10717241, KOI-430, WISE J190156.41+480315.6"
Kepler-552 b,Confirmed,,,,,,,0.352,0.051,0.073,5.26341577,2.9e-06,2.9e-06,,,,,,,,,,,2016,2021-02-05,,,,,,,2455007.350788,0.000433,0.000433,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19225944+4814312 b, K00432.01, KIC 10858832 b, KOI-432 b, KOI-432.01, WISE J192259.44+481431.1 b",,Kepler-552,290.747687,48.242012,,,13.198,12.877,12.78,834.0,,,0.01,0.171,0.131,1.03,0.06,0.06,1.04,0.1,0.22,,3.89,-2.15,2.9,5863.0,100.72,103.85,,,"2MASS J19225944+4814312, KIC 10858832, KOI-432, WISE J192259.44+481431.1"
Kepler-553 b,Confirmed,,,,,,,0.413,0.016,0.012,4.03046804,1.64e-06,1.64e-06,,,,,,,,,,,2016,2021-02-05,,,,,,,2455004.092197,0.000317,0.000317,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19541219+4819568 b, K00433.01, KIC 10937029 b, KOI-433 b, KOI-433.01, WISE J195412.18+481957.4 b",,Kepler-553,298.550829,48.332455,,,13.578,13.161,13.064,725.0,,,0.21,0.094,0.081,0.92,0.03,0.03,0.85,0.02,0.02,,2.88,-1.39,2.41,5266.0,74.44,88.28,,,"2MASS J19541219+4819568, KIC 10937029, KOI-433, WISE J195412.18+481957.4"
Kepler-553 c,Confirmed,,,,,,,0.999,0.028,0.029,328.2399546,0.0003646,0.0003646,,,,,,,,,,,2016,2021-02-05,,,,,,,2455032.204142,0.000855,0.000855,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19541219+4819568 c, K00433.02, KIC 10937029 c, KOI-433 c, KOI-433.02, WISE J195412.18+481957.4 c",,Kepler-553,298.550829,48.332455,,,13.578,13.161,13.064,725.0,,,0.21,0.094,0.081,0.92,0.03,0.03,0.85,0.02,0.02,,2.88,-1.39,2.41,5266.0,74.44,88.28,,,"2MASS J19541219+4819568, KIC 10937029, KOI-433, WISE J195412.18+481957.4"
Kepler-554 b,Confirmed,,,,,,,0.383,0.019,0.024,1.90220856,4.1e-07,4.1e-07,,,,,,,,,,,2016,2021-02-05,,,,,,,2455003.44979,0.000174,0.000174,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19453764+5121293 b, K00439.01, KIC 12470954 b, KOI-439 b, KOI-439.01, WISE J194537.65+512129.4 b",,Kepler-554,296.406853,51.358154,,,13.043,12.654,12.615,642.0,,,0.14,0.095,0.098,0.93,0.03,0.04,0.92,0.04,0.06,,5.62,-3.44,3.95,5447.0,66.56,76.54,,,"2MASS J19453764+5121293, KIC 12470954, KOI-439, WISE J194537.65+512129.4"
Kepler-555 b,Confirmed,,,,,,,0.252,0.026,0.05,16.21775407,2.89e-05,2.89e-05,,,,,,,,,,,2016,2021-02-05,,,,,,,2455013.04196,0.00145,0.00145,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19020404+3855566 b, K00443.01, KIC 3833007 b, KOI-443 b, KOI-443.01, WISE J190204.04+385556.7 b",,Kepler-555,285.516852,38.932408,,,13.024,12.702,12.633,772.0,,,0.0,0.173,0.14,1.03,0.07,0.07,1.04,0.1,0.21,,3.89,-2.2,2.6,5894.0,162.81,117.98,,,"2MASS J19020404+3855566, KIC 3833007, KOI-443, WISE J190204.04+385556.7"
Kepler-556 b,Confirmed,,,,,,,0.2,0.011,0.018,11.72292176,2.381e-05,2.381e-05,,,,,,,,,,,2016,2021-02-05,,,,,,,2455010.3185,0.00157,0.00157,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19220706+3856335 b, K00444.01, KIC 3847138 b, KOI-444 b, KOI-444.01, WISE J192207.06+385633.8 b",,Kepler-556,290.529444,38.942671,,,13.039,12.687,12.668,729.0,,,0.03,0.101,0.101,1.0,0.04,0.03,0.98,0.05,0.08,,4.17,-2.22,2.77,5740.0,49.06,57.53,,,"2MASS J19220706+3856335, KIC 3847138, KOI-444, WISE J192207.06+385633.8"
Kepler-557 b,Confirmed,,,,,,,0.238,0.034,0.071,3.70598955,4.87e-06,4.87e-06,,,,,,,,,,,2016,2021-02-05,,,,,,,2455002.94342,0.00107,0.00107,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19345002+4136544 b, K00452.01, KIC 6291033 b, KOI-452 b, KOI-452.01, WISE J193450.01+413654.4 b",,Kepler-557,293.708458,41.615135,,,13.553,13.244,13.153,1126.0,,,0.02,0.16,0.129,1.11,0.09,0.12,1.16,0.16,0.35,,3.24,-1.45,1.85,6068.0,199.33,151.79,,,"2MASS J19345002+4136544, KIC 6291033, KOI-452, WISE J193450.01+413654.4"
Kepler-558 b,Confirmed,,,,,,,0.211,0.012,0.015,29.00790538,8.906e-05,8.906e-05,,,,,,,,,,,2016,2021-02-05,,,,,,,2455003.55405,0.00224,0.00224,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J18583789+4239096 b, K00454.01, KIC 7098355 b, KOI-454 b, KOI-454.01, WISE J185837.88+423909.4 b",,Kepler-558,284.657888,42.652676,,,13.497,13.01,12.961,652.0,,,-0.06,0.17,0.147,0.85,0.05,0.04,0.81,0.05,0.05,,4.47,-2.72,6.27,5242.0,66.35,93.27,,,"2MASS J18583789+4239096, KIC 7098355, KOI-454, WISE J185837.88+423909.4"
Kepler-559 b,Confirmed,,,,,,,0.322,0.032,0.057,17.58752333,2.056e-05,2.056e-05,,,,,,,,,,,2016,2021-02-05,,,,,,,2455009.077356,0.000888,0.000888,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19463284+4348100 b, K00460.01, KIC 8043638 b, KOI-460 b, KOI-460.01, WISE J194632.84+434809.1 b",,Kepler-559,296.636834,43.802792,,,13.429,13.031,12.977,793.0,,,0.03,0.152,0.136,0.96,0.06,0.07,0.95,0.09,0.17,,4.37,-2.63,4.0,5630.0,197.22,200.63,,,"2MASS J19463284+4348100, KIC 8043638, KOI-460, WISE J194632.84+434809.1"
Kepler-56 b,Confirmed,0.07,0.012,0.012,0.0944,0.02,0.02,0.581,0.025,0.026,10.5016,0.0011,0.0011,0.1028,0.0037,0.0037,0.04,0.01,0.01,83.84,0.26,0.26,,2012,2021-02-05,,,,,,,2454978.2556,0.0057,0.0056,2454968.55893,0.0088,0.0088,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19350200+4152187 b, K01241.02, KIC 6448890 b, KOI-1241 b, KOI-1241.02, WISE J193501.99+415218.5 b",,Kepler-56,293.758347,41.871869,13.0,,10.813,10.33,,936.96,24.59,24.59,0.2,0.16,0.16,1.32,0.13,0.13,4.23,0.15,0.15,,3.5,1.3,1.3,4840.0,97.0,97.0,,,"2MASS J19350200+4152187, KIC 6448890, KOI-1241, WISE J193501.99+415218.5"
Kepler-56 c,Confirmed,0.57,0.06,0.066,0.614,0.044,0.044,0.874,0.041,0.041,21.40239,0.00062,0.00062,0.1652,0.0059,0.0059,0.0,0.01,0.01,84.02,0.09,0.09,,2012,2021-02-05,,,,,,,2454978.656,0.0055,0.0057,2454978.656,0.0057,0.0057,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19350200+4152187 c, K01241.01, KIC 6448890 c, KOI-1241 c, KOI-1241.01, WISE J193501.99+415218.5 c",,Kepler-56,293.758347,41.871869,13.0,,10.813,10.33,,936.96,24.59,24.59,0.2,0.16,0.16,1.32,0.13,0.13,4.23,0.15,0.15,,3.5,1.3,1.3,4840.0,97.0,97.0,,,"2MASS J19350200+4152187, KIC 6448890, KOI-1241, WISE J193501.99+415218.5"
